,Gene Name1,Gene Name2,Gene Name3,Gene Name4,Gene Name5,fisher_log2fc,fisher_pval_adj
chr15_63967341_63969290,Fam49b,Gsdmcl-ps,Gsdmc4,Gsdmcl2,Gsdmc3,0.021724697,1
chr15_64047080_64049130,Fam49b,Asap1,Gsdmcl-ps,Gsdmc4,Gsdmcl2,-0.283816278,0.84921575
chr15_64059670_64061395,Fam49b,Asap1,Gsdmcl-ps,Gsdmc4,Gsdmcl2,0.055083968,1
chr15_64377076_64381496,Asap1,Asap1,Fam49b,Adcy8,Gsdmcl-ps,-0.127481803,0.90100859
chr15_64626629_64627674,Adcy8,Asap1,Asap1,Fam49b,Gsdmcl-ps,-0.108075604,0.96948467
chr15_64884467_64887674,Adcy8,Asap1,Asap1,Fam49b,Efr3a,-0.299910426,0.79816255
chr15_64903725_64905914,Adcy8,Asap1,Asap1,Fam49b,Efr3a,0.509490907,0.66263034
chr15_64910057_64925146,Adcy8,Asap1,Asap1,Fam49b,Efr3a,0.09319783,0.85232144
chr15_65302137_65303086,Adcy8,Efr3a,Oc90,Oc90,Hhla1,0.192593217,0.89437788
chr15_65782019_65791080,Efr3a,Oc90,Oc90,Hhla1,Kcnq3,-0.02384514,0.99774777
chr15_65808306_65809715,Efr3a,Oc90,Oc90,Hhla1,Kcnq3,-0.288260251,0.80276616
chr15_66108324_66110433,Kcnq3,Hhla1,Oc90,Oc90,Efr3a,0.05037944,1
chr15_66148820_66149940,Kcnq3,Hhla1,Lrrc6,Oc90,Oc90,0.533245862,0.42532872
chr15_66171933_66172809,Kcnq3,Hhla1,Lrrc6,Oc90,Oc90,0.420443058,0.73635487
chr15_66182320_66183778,Kcnq3,Lrrc6,Hhla1,Oc90,Oc90,0.401762187,0.74831631
chr15_66188468_66189776,Kcnq3,Lrrc6,Hhla1,Oc90,Oc90,0.41230455,0.68276939
chr15_66247770_66249626,Kcnq3,Lrrc6,Hhla1,Tmem71,Phf20l1,0.517936528,0.57120851
chr15_66265964_66269827,Kcnq3,Lrrc6,Tmem71,Hhla1,Phf20l1,-0.239204124,0.69116434
chr15_66280750_66285506,Kcnq3,Lrrc6,Tmem71,Phf20l1,Hhla1,0.173401892,0.72767067
chr15_66306084_66310006,Kcnq3,Lrrc6,Tmem71,Phf20l1,Hhla1,0.553442538,0.35540491
chr15_66352179_66355764,Lrrc6,Kcnq3,Tmem71,Phf20l1,Tg,-0.107178636,0.93837887
chr15_66475026_66477304,Lrrc6,Tmem71,Phf20l1,Kcnq3,Tg,-0.201204002,0.85485174
chr15_66675106_66676758,Tg,Phf20l1,Sla,Tmem71,Lrrc6,-0.678587377,0.39463119
chr15_67173140_67181492,St3gal1,Ndrg1,Wisp1,Tg,Sla,-0.424428433,0.55306224
chr15_67184446_67186280,St3gal1,Ndrg1,Wisp1,Tg,Sla,-0.027793905,1
chr15_67684752_67687610,Zfat,St3gal1,Mir30b,Mir30d,Ndrg1,-0.54315418,0.37106154
chr15_68256334_68260236,Zfat,Mir30b,Mir30d,Khdrbs3,,-0.338942289,0.56207635
chr15_68376331_68378163,Mir30d,Mir30b,Zfat,Khdrbs3,,0.258780956,0.77574123
chr15_68494814_68498365,Mir30d,Mir30b,Zfat,Khdrbs3,,0.385375977,0.53268935
chr15_68689864_68696407,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.130346581,0.86661517
chr15_68734918_68736217,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.15686658,0.90581356
chr15_68929595_68932111,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.303238302,0.64669195
chr15_68949654_68961722,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.054770779,0.95326264
chr15_69059620_69065558,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.644280851,0.23885574
chr15_69078482_69085569,Khdrbs3,Mir30d,Mir30b,Zfat,,-0.100671202,0.93427518
chr15_69712724_69716722,Khdrbs3,,,,,-0.093747117,0.96281987
chr15_69787231_69788641,Khdrbs3,,,,,0.281863272,0.81478682
chr15_70356615_70360756,,,,,,-0.588210106,0.37368314
chr15_70726970_70728460,Fam135b,,,,,-0.7907601,0.35540491
chr15_70923956_70927109,Fam135b,Col22a1,,,,0.268104196,0.82840944
chr15_71609250_71612606,Fam135b,Col22a1,Kcnk9,Trappc9,,0.012194002,1
chr15_71692883_71694622,Fam135b,Col22a1,Kcnk9,Trappc9,,0.554500222,0.34402017
chr15_71710563_71717938,Fam135b,Col22a1,Kcnk9,Trappc9,,-0.30570215,0.54075383
chr15_71724592_71727743,Fam135b,Col22a1,Kcnk9,Trappc9,,-0.073808715,1
chr15_71743859_71746077,Fam135b,Col22a1,Kcnk9,Trappc9,,-0.304062456,0.78616236
chr15_72040785_72042422,Col22a1,Fam135b,Kcnk9,Trappc9,Trappc9,0.63300252,0.55352201
chr15_72083263_72083916,Col22a1,Fam135b,Kcnk9,Trappc9,Trappc9,-0.032972649,1
chr15_72204321_72206141,Col22a1,Kcnk9,Trappc9,Fam135b,Trappc9,0.46758303,0.51005501
chr15_72357057_72360735,Kcnk9,Trappc9,Col22a1,Trappc9,Peg13,0.233651131,0.86048568
chr15_72389842_72390942,Kcnk9,Trappc9,Col22a1,Trappc9,Peg13,-0.714096606,0.41601683
chr15_72541960_72545089,Kcnk9,Trappc9,Trappc9,Peg13,Trappc9,0.24695076,0.88564452
chr15_72547990_72549640,Kcnk9,Trappc9,Trappc9,Peg13,Trappc9,0.599274099,0.59852994
chr15_72849014_72853247,Trappc9,Peg13,Trappc9,Chrac1,Ago2,-0.466734916,0.47740418
chr15_73182173_73185576,Ago2,Ptk2,Ptk2,Mir151,Chrac1,-0.030183587,1
chr15_73378053_73379042,Ptk2,Mir151,Dennd3,Ago2,Slc45a4,-0.165248126,0.86018857
chr15_73419850_73426994,Ptk2,Dennd3,Slc45a4,Mir151,Ago2,-0.221039087,0.42437415
chr15_73437464_73438946,Ptk2,Dennd3,Slc45a4,Mir151,Ago2,-0.712706149,0.57217221
chr15_73452103_73458570,Ptk2,Dennd3,Slc45a4,Mir151,Gpr20,0.078074239,0.95078871
chr15_73463799_73470321,Ptk2,Dennd3,Slc45a4,Mir151,Gpr20,-0.004241474,1
chr15_73494935_73495692,Dennd3,Ptk2,Slc45a4,Gpr20,Ptp4a3,-0.165733427,0.95698702
chr15_73615973_73618155,Slc45a4,Slc45a4,Dennd3,Gpr20,Ptp4a3,-0.219172925,0.8064533
chr15_73904086_73905946,Mroh5,Ptp4a3,Gpr20,Slc45a4,Slc45a4,-0.060356136,0.98984019
chr15_74106550_74109071,Mroh5,Ptp4a3,Gpr20,Adgrb1,Slc45a4,-0.234247521,0.83495757
chr15_74156134_74158875,Mroh5,Adgrb1,Ptp4a3,Mroh4,Gpr20,0.304925025,0.65275415
chr15_74161828_74162756,Mroh5,Adgrb1,Ptp4a3,Mroh4,Gpr20,0.504628062,0.65041548
chr15_74171758_74172453,Mroh5,Adgrb1,Ptp4a3,Mroh4,Gpr20,-0.457418203,0.64669195
chr15_74175018_74181971,Adgrb1,Mroh5,Ptp4a3,Mroh4,Gpr20,-0.515902102,0.23166677
chr15_74441965_74442590,Adgrb1,Mroh4,Arc,Jrk,Psca,0.354537666,0.61468412
chr15_74487663_74488066,Adgrb1,Mroh4,Arc,Jrk,Psca,0.689445972,0.47904307
chr15_74592449_74599622,Adgrb1,Mroh4,Arc,Jrk,Psca,-0.183398232,0.74896648
chr15_74657355_74658879,Arc,Mroh4,Jrk,Psca,Them6,-0.366553187,0.69116434
chr15_74676041_74682422,Arc,Jrk,Psca,Them6,Mroh4,-0.015787655,1
chr15_74690641_74695432,Jrk,Arc,Psca,Them6,Slurp1,-0.047586132,0.9625915
chr15_74724138_74724558,Them6,Slurp1,Psca,Lypd2,Jrk,-0.440146595,0.67906778
chr15_74901094_74904528,Cyp11b2,Ly6e,Ly6e,Ly6e,Cyp11b1,-0.175026208,0.8638522
chr15_74932434_74935383,Ly6e,Ly6e,Ly6e,Ly6i,Ly6a,-0.202466905,0.72203597
chr15_75564578_75571706,Ly6h,Gpihbp1,Gpihbp1,Zfp41,Top1mt,0.271861792,0.70059119
chr15_75614609_75616333,Zfp41,Gpihbp1,Top1mt,Ly6h,Ly6h,0.226177558,0.78928126
chr15_75919644_75923498,Pycrl,Tsta3,Tigd5,Eef1d,Eef1d,0.079062998,0.93892732
chr15_76010156_76010573,Fam83h,Fam83h,Mapk15,Ccdc166,Zfp707,-0.70275104,0.55306224
chr15_76080823_76082217,Puf60,Nrbp2,Scrib,Mir6952,Eppk1,0.127801985,0.74340933
chr15_76228933_76231659,Plec,Parp10,Mir1942,Grina,Mir6953,0.311502069,0.35035577
chr15_76379966_76380791,Mroh1,Tssk5,Hgh1,Mroh1,Maf1,0.504628062,0.65041548
chr15_76522409_76523100,Scrt1,Dgat1,Fbxl6,Slc52a2,Hsf1,-0.595289528,0.5495236
chr15_76551675_76553275,Slc52a2,Fbxl6,Adck5,Scrt1,Dgat1,0.187822476,0.90475944
chr15_76626056_76628324,Vps28,Slc39a4,Cyhr1,Cpsf1,Cyhr1,0.205086991,0.62830837
chr15_76640059_76640629,Tonsl,Cyhr1,Cyhr1,Vps28,Cyhr1,0.013507207,1
chr15_76829591_76833029,Arhgap39,Zfp251,Zfp7,Commd5,Rpl8,-0.074026756,0.96597469
chr15_76992097_76996427,Mb,Apol6,Apol6,Zfp647,Rbfox2,0.241677865,0.61056646
chr15_77078808_77082146,Rbfox2,Apol6,Apol6,Mb,Mb,-0.409902543,0.47904307
chr15_77149795_77153647,Rbfox2,Apol6,Apol6,Mb,Mb,-0.004653609,1
chr15_77242400_77251946,Rbfox2,Rbfox2,Apol7a,Apol9a,Apol7b,0.022417767,0.97335777
chr15_77254263_77258680,Rbfox2,Rbfox2,Apol7a,Apol9a,Apol7b,0.068223439,0.9625915
chr15_77353233_77357388,Apol7a,Rbfox2,Apol9a,Apol7b,Apol10a,-0.349824846,0.61468412
chr15_77360851_77368058,Apol7a,Apol9a,Rbfox2,Apol7b,Apol10a,0.136452988,0.80386185
chr15_77838225_77843637,Myh9,Txn2,Apol8,Foxred2,Apol9b,0.269310474,0.65658562
chr15_77851061_77851831,Myh9,Txn2,Foxred2,Apol8,Eif3d,-0.782216191,0.38632874
chr15_77885352_77887210,Txn2,Myh9,Foxred2,Eif3d,Cacng2,-0.562025487,0.34596538
chr15_77930508_77937124,Txn2,Foxred2,Eif3d,Cacng2,Myh9,-0.177876085,0.72143589
chr15_77970713_77971905,Eif3d,Foxred2,Cacng2,Txn2,Myh9,0.032739237,0.96597469
chr15_78043878_78048160,Cacng2,Eif3d,Foxred2,Ift27,Txn2,-0.203268796,0.78669475
chr15_78049515_78051664,Cacng2,Eif3d,Foxred2,Ift27,Txn2,-0.173325151,0.829501
chr15_78087399_78089641,Cacng2,Ift27,Pvalb,Eif3d,Foxred2,-0.196531802,0.82715607
chr15_78114479_78123092,Cacng2,Ift27,Pvalb,Ncf4,Eif3d,-0.035448838,0.96892428
chr15_78172667_78179439,Ift27,Pvalb,Cacng2,Ncf4,Csf2rb2,0.055857822,0.95451148
chr15_78364862_78369032,Tex33,Csf2rb,Mir7676-2,Tst,Mpst,0.073719256,0.90209458
chr15_78427337_78428528,Kctd17,Tmprss6,Mpst,Tst,Tex33,0.479785681,0.31631578
chr15_78514493_78516849,C1qtnf6,Il2rb,Sstr3,Rac2,Tmprss6,0.182377681,0.88802798
chr15_78578561_78582035,Rac2,Cyth4,Sstr3,C1qtnf6,Il2rb,-0.308869481,0.61468412
chr15_78874194_78877691,Gga1,Mir6955,Lgals2,Sh3bp1,Cdc42ep1,0.2081175,0.67529909
chr15_78947367_78948355,Triobp,Nol12,Lgals1,Pdxp,Triobp,-0.497292608,0.62923601
chr15_79023965_79026315,H1f0,Gcat,Galr3,Triobp,Triobp,0.008777893,1
chr15_79029208_79031490,H1f0,Galr3,Ankrd54,Triobp,Triobp,-0.034732867,1
chr15_79063289_79063692,Ankrd54,Eif3l,Galr3,Gcat,Gcat,0.24695076,0.88564452
chr15_79403162_79404512,Tmem184b,Tmem184b,Csnk1e,Csnk1e,Mir1943,-0.033101808,0.99986208
chr15_79492734_79494343,Kcnj4,Kdelr3,Ddx17,Ddx17,Csnk1e,0.39103809,0.60789597
chr15_79511000_79514138,Kdelr3,Kcnj4,Ddx17,Ddx17,Dmc1,0.1312318,0.89076394
chr15_79575829_79577791,Dmc1,Ddx17,Ddx17,Fam227a,Ddx17,-0.619280398,0.43256164
chr15_79742692_79743712,Sun2,Dnal4,Gtpbp1,Npcd,Josd1,0.137781516,0.86863338
chr15_79754237_79761254,Dnal4,Sun2,Npcd,Gtpbp1,Cbx6,-0.045228072,0.96081682
chr15_79766626_79771381,Dnal4,Npcd,Sun2,Gtpbp1,Cbx6,0.1408187,0.84035644
chr15_79821760_79826307,Npcd,Nptxr,Dnal4,Apobec3,Apobec3,-0.261624128,0.63691196
chr15_79831369_79835717,Npcd,Nptxr,Apobec3,Dnal4,Apobec3,-0.172478482,0.81641426
chr15_79879670_79884474,Apobec3,Apobec3,Cbx7,Npcd,Nptxr,-0.10099829,0.91292255
chr15_79949189_79950736,Cbx7,Apobec3,Apobec3,Pdgfb,Mir7213,0.435300708,0.65658562
chr15_80016540_80023642,Pdgfb,Mir7213,Rpl3,Snord83b,Snord43,-0.07946723,0.95634381
chr15_80082451_80084444,Rpl3,Snord83b,Syngr1,Tab1,Pdgfb,0.222465336,0.5200023
chr15_80087433_80096654,Syngr1,Rpl3,Snord43,Snord83b,Tab1,0.025840284,1
chr15_80105194_80106082,Syngr1,Rpl3,Snord43,Snord83b,Tab1,-0.71929872,0.2546149
chr15_80143893_80146084,Tab1,Syngr1,Mgat3,Syngr1,Rpl3,-0.055074673,0.99352209
chr15_80285331_80286951,Cacna1i,Rps19bp1,Atf4,Mief1,Mgat3,0.303495377,0.62486273
chr15_80400475_80403900,Cacna1i,Enthd1,Rps19bp1,Atf4,Mief1,0.174872518,0.86025427
chr15_80428723_80430693,Enthd1,Cacna1i,Grap2,Rps19bp1,Atf4,-0.366553187,0.69116434
chr15_80481494_80488055,Enthd1,Cacna1i,Grap2,Grap2,Mir6957,-0.098207988,0.8952415
chr15_80529581_80532583,Enthd1,Grap2,Grap2,Mir6957,Cacna1i,0.065207876,0.98064175
chr15_80613714_80620468,Grap2,Grap2,Mir6957,Fam83f,Enthd1,-0.567195892,0.06004312
chr15_80629362_80631066,Grap2,Mir6957,Fam83f,Enthd1,Tnrc6b,-0.530206203,0.4770899
chr15_80658188_80659830,Grap2,Fam83f,Mir6957,Tnrc6b,Enthd1,-0.002589974,1
chr15_80702509_80713888,Tnrc6b,Fam83f,Grap2,Mir6957,Tnrc6b,0.086238131,0.83857577
chr15_80796185_80800801,Tnrc6b,Fam83f,Mir5113,Grap2,Adsl,-0.131114721,0.79816255
chr15_80937066_80941123,Tnrc6b,Adsl,Sgsm3,Mkl1,Fam83f,0.024269735,1
chr15_81097813_81107003,Mkl1,Sgsm3,Adsl,Mchr1,Tnrc6b,0.136333913,0.6903864
chr15_81108669_81112779,Mkl1,Mkl1,Sgsm3,Mchr1,Adsl,0.30240953,0.60617406
chr15_81190934_81191835,Mkl1,Mchr1,Mkl1,Slc25a17,St13,0.093989387,0.94862785
chr15_81198512_81200424,Mkl1,Mchr1,Mkl1,Slc25a17,St13,-0.325158626,0.75194016
chr15_81216352_81217632,Mchr1,Mkl1,Slc25a17,Mkl1,St13,0.46977222,0.68555916
chr15_81232994_81240665,Mchr1,Mkl1,Slc25a17,St13,Mkl1,-0.140037611,0.85806193
chr15_81305011_81306066,Slc25a17,St13,Mchr1,Xpnpep3,Xpnpep3,-0.862374187,0.36354542
chr15_81465411_81467861,Rbx1,Xpnpep3,Xpnpep3,Dnajb7,St13,0.115052544,0.94819295
chr15_81475743_81476188,Rbx1,Xpnpep3,Xpnpep3,Dnajb7,St13,0.580051959,0.60789597
chr15_81521469_81525234,Rbx1,Ep300,Xpnpep3,Xpnpep3,Dnajb7,-0.135920241,0.85485174
chr15_81582571_81587723,Ep300,L3mbtl2,Chadl,Rbx1,Rangap1,0.333520353,0.54921712
chr15_81728807_81731623,Rangap1,Zc3h7b,Chadl,L3mbtl2,Tef,0.561766207,0.32809102
chr15_81856669_81862097,Tob2,Phf5a,Aco2,Tef,Polr3h,0.085419938,0.70604289
chr15_81889546_81891722,Aco2,Phf5a,Polr3h,Tob2,Csdc2,-0.386929989,0.65031742
chr15_82126730_82127823,Mei1,Ccdc134,Ccdc134,Srebf2,Mir33,0.886976242,0.3057952
chr15_82143386_82147193,Srebf2,Ccdc134,Mei1,Mei1,Mir33,0.181530371,0.69116434
chr15_82805201_82806031,Tcf20,Cyp2d26,Cyp2d40,Tbrg3,Cyp2d37-ps,-0.256845415,0.79816255
chr15_82915299_82917465,Tcf20,Tbrg3,Mir3080,Nfam1,Cyp2d26,0.509490907,0.66263034
chr15_82941021_82942804,Mir3080,Tcf20,Tbrg3,Nfam1,Cyp2d26,-0.44558692,0.75768933
chr15_82963585_82965062,Mir3080,Nfam1,Tcf20,Tbrg3,Serhl,-0.670626283,0.58617196
chr15_82981946_82990131,Nfam1,Mir3080,Tcf20,Tbrg3,Serhl,0.303525746,0.09054192
chr15_83034622_83037545,Nfam1,Nfam1,Nfam1,Serhl,Mir3080,-0.435880989,0.58484048
chr15_83052203_83061266,Nfam1,Nfam1,Nfam1,Serhl,Rrp7a,0.119819611,0.85527916
chr15_83431518_83435789,Pacsin2,Ttll1,Arfgap3,Bik,Mcat,0.634173453,0.29055476
chr15_83739348_83741284,Scube1,Mpped1,Efcab6,Ttll12,Tspo,-0.921828687,0.103632
chr15_83748251_83749640,Scube1,Mpped1,Efcab6,Ttll12,Tspo,-0.453625381,0.6340521
chr15_83776623_83777026,Mpped1,Scube1,Efcab6,Ttll12,Tspo,-0.863593161,0.38464728
chr15_83780894_83791871,Mpped1,Scube1,Efcab6,Ttll12,Tspo,0.149163485,0.45320208
chr15_83806206_83808315,Mpped1,Efcab6,Scube1,Ttll12,Tspo,-0.012574375,1
chr15_83820028_83824150,Mpped1,Efcab6,Scube1,Ttll12,Tspo,0.020697864,1
chr15_83891380_83892904,Efcab6,Mpped1,Scube1,Sult4a1,Pnpla5,-0.101783633,0.95326264
chr15_83895359_83898144,Efcab6,Mpped1,Scube1,Sult4a1,Pnpla5,0.360168189,0.65023131
chr15_84009293_84009747,Efcab6,Sult4a1,Efcab6,Efcab6,Pnpla5,-0.813995957,0.49825415
chr15_84070881_84075677,Sult4a1,Efcab6,Pnpla5,Pnpla3,Mir6392,0.397804797,0.47147089
chr15_84189990_84192110,Samm50,Pnpla3,Mir6392,Parvb,Pnpla5,0.081769802,0.86048568
chr15_84313069_84314840,Parvb,Parvg,Parvg,Samm50,Pnpla3,-0.034275331,1
chr15_84439524_84445869,Parvg,Ldoc1l,Parvb,Prr5,Samm50,-0.080923371,0.97965646
chr15_84499380_84499881,Ldoc1l,Parvg,Prr5,Prr5,Parvb,-0.225113124,0.88306925
chr15_84821407_84824916,Phf21b,Arhgap8,Nup50,Prr5,Prr5,-1.09921217,0.0851848
chr15_84828604_84830285,Phf21b,Arhgap8,Nup50,Mir1249,Prr5,0.053983867,1
chr15_84851482_84853560,Phf21b,Nup50,Arhgap8,Mir1249,Prr5,0.07350108,0.98325412
chr15_84856269_84857024,Phf21b,Nup50,Arhgap8,Mir1249,Prr5,-0.005505078,1
chr15_84872749_84873963,Phf21b,Nup50,Mir1249,Arhgap8,Upk3a,-0.281151742,0.81818849
chr15_84921393_84925525,Nup50,Mir1249,Phf21b,Upk3a,Fam118a,-0.276757777,0.7097228
chr15_84941051_84945475,Nup50,Mir1249,Upk3a,Phf21b,Fam118a,0.320618093,0.73635487
chr15_84971583_84972475,Mir1249,Nup50,Upk3a,Fam118a,Smc1b,-0.566164732,0.62040083
chr15_85336858_85337464,Atxn10,Fbln1,Fbln1,Ribc2,Wnt7b,-0.018301032,1
chr15_85624978_85625809,AU022754,Wnt7b,Wnt7b,Wnt7b,Lncppara,-0.107010819,0.92265616
chr15_85639643_85641581,AU022754,Wnt7b,Wnt7b,Wnt7b,Lncppara,-0.043732598,0.99750156
chr15_85652740_85660754,Lncppara,Mirlet7c-2,Mirlet7b,AU022754,Wnt7b,-0.096503422,0.58180766
chr15_85663051_85669080,Lncppara,Mirlet7c-2,Mirlet7b,Ppara,Ppara,0.067819521,0.49381861
chr15_85671954_85681036,Lncppara,Mirlet7c-2,Mirlet7b,Ppara,Ppara,0.001456989,1
chr15_85708473_85710268,Lncppara,Mirlet7b,Mirlet7c-2,Ppara,Ppara,-0.316367537,0.63842894
chr15_85715821_85716713,Lncppara,Mirlet7b,Mirlet7c-2,Ppara,Ppara,0.343757987,0.70604289
chr15_85811099_85812415,Cdpf1,Pkdrej,Ppara,Ttc38,Gtse1,-0.188132837,0.88437088
chr15_85877157_85879015,Trmu,Gtse1,Ttc38,Celsr1,Pkdrej,0.223933056,0.75194016
chr15_86179783_86188031,Cerk,Tbc1d22a,Gramd4,Celsr1,Trmu,0.155609772,0.69063206
chr15_86212777_86214056,Tbc1d22a,Cerk,Gramd4,Celsr1,Trmu,-0.033611521,1
chr15_86252766_86253569,Tbc1d22a,Cerk,Gramd4,Celsr1,Trmu,-0.281151742,0.81818849
chr15_86486800_86487605,Tbc1d22a,Cerk,Gramd4,Celsr1,Trmu,-0.66466403,0.30708622
chr15_87545380_87548174,Fam19a5,Fam19a5,Mir6393,,,0.164238989,0.72946805
chr15_87607366_87608907,Fam19a5,Fam19a5,Mir6393,Zdhhc25,,-1.144060612,0.23885574
chr15_88617180_88617616,Zdhhc25,Brd1,Zbed4,Alg12,Creld2,0.536440492,0.71925895
chr15_88888931_88890439,Pim3,Ttll8,Creld2,Mlc1,Alg12,-0.939399719,0.26869225
chr15_89058072_89059849,Panx2,Mov10l1,Trabd,Selenoo,Tubgcp6,0.323989868,0.77465111
chr15_89062604_89063902,Panx2,Mov10l1,Trabd,Selenoo,Tubgcp6,0.115052544,0.94819295
chr15_89087174_89089145,Selenoo,Trabd,Tubgcp6,Panx2,Mov10l1,-0.140085846,0.96072943
chr15_89149820_89150906,Mapk11,Plxnb2,Mapk12,Mir7118,Hdac10,-0.691099167,0.43891916
chr15_89178659_89182437,Plxnb2,Mir6958,Plxnb2,Mir7118,Mapk11,-0.12873742,0.9625915
chr15_89196702_89197637,Dennd6b,Mir6958,Ppp6r2,Plxnb2,Plxnb2,0.804497182,0.19816432
chr15_89430036_89430718,Chkb,Cpt1b,Syce3,Syce3,Mapk8ip2,0.192105398,0.81762458
chr15_89462944_89466493,Mapk8ip2,Arsa,Chkb,Shank3,Cpt1b,-0.312192172,0.75768933
chr15_89475783_89476953,Arsa,Mapk8ip2,Shank3,Chkb,Cpt1b,-0.159886628,0.8832971
chr15_89496557_89498308,Shank3,Arsa,Mapk8ip2,Chkb,Acr,-0.216596454,0.89257319
chr15_89561006_89562800,Shank3,Acr,Rabl2,Arsa,Mapk8ip2,0.063117228,1
chr15_90061939_90062594,Alg10b,Mir7648,Syt10,Cpne8,Rabl2,-0.349372983,0.83617779
chr15_90236418_90238596,Alg10b,Mir7648,Cpne8,Syt10,Cpne8,-0.351084024,0.68555916
chr15_90241797_90246128,Alg10b,Mir7648,Cpne8,Cpne8,Syt10,-0.019193189,1
chr15_90302757_90307480,Alg10b,Mir7648,Cpne8,Cpne8,Syt10,-0.480627686,0.48853092
chr15_90677101_90682444,Cpne8,Spn-ps,Kif21a,Alg10b,Mir7648,-0.213057101,0.52038755
chr15_90703735_90704325,Cpne8,Spn-ps,Kif21a,Abcd2,Alg10b,-0.270989448,0.84035644
chr15_90789962_90791674,Spn-ps,Cpne8,Kif21a,Abcd2,Slc2a13,-0.68061924,0.34596538
chr15_90887237_90888153,Spn-ps,Kif21a,Cpne8,Abcd2,Slc2a13,-0.344108582,0.81712381
chr15_90928779_90932962,Kif21a,Spn-ps,Abcd2,Cpne8,Slc2a13,-0.004129446,1
chr15_91187082_91193647,Abcd2,Slc2a13,Kif21a,Spn-ps,Lrrk2,-0.176976278,0.64669195
chr15_91283951_91286435,Slc2a13,Abcd2,Kif21a,Spn-ps,Lrrk2,0.35874939,0.64669195
chr15_91302595_91307443,Slc2a13,Abcd2,Kif21a,Lrrk2,Spn-ps,0.084662758,0.95447702
chr15_91314093_91319334,Slc2a13,Abcd2,Kif21a,Lrrk2,Spn-ps,-0.036737617,0.98325412
chr15_91368304_91370079,Slc2a13,Abcd2,Lrrk2,Kif21a,Muc19,-0.23927772,0.75728965
chr15_91437235_91441131,Slc2a13,Lrrk2,Abcd2,Kif21a,Muc19,-0.433430165,0.45579766
chr15_91445150_91447197,Slc2a13,Lrrk2,Abcd2,Muc19,Smgc,0.032548908,1
chr15_91465273_91467089,Slc2a13,Lrrk2,Abcd2,Muc19,Smgc,0.85592097,0.23983706
chr15_91564561_91575500,Slc2a13,Lrrk2,Muc19,Smgc,Abcd2,-0.09440954,0.81713209
chr15_91611975_91616049,Slc2a13,Lrrk2,Muc19,Smgc,Abcd2,-0.364436746,0.44446442
chr15_92049654_92053539,Cntn1,Cntn1,Cntn1,Muc19,Smgc,0.320116311,0.44034397
chr15_92099215_92102843,Cntn1,Cntn1,Cntn1,Muc19,Smgc,-0.271603316,0.65885222
chr15_92149233_92151199,Cntn1,Cntn1,Muc19,Pdzrn4,Smgc,0.368967712,0.6737658
chr15_92159400_92168541,Cntn1,Muc19,Pdzrn4,Smgc,Lrrk2,0.204685166,0.71303755
chr15_92346071_92348025,Cntn1,Pdzrn4,Pdzrn4,Muc19,Smgc,-0.190880835,0.86661517
chr15_92498543_92499995,Pdzrn4,Pdzrn4,Cntn1,Muc19,Smgc,-0.045689721,1
chr15_92518965_92522700,Pdzrn4,Pdzrn4,Cntn1,Muc19,Smgc,-0.134653926,0.80779079
chr15_92576289_92580456,Pdzrn4,Pdzrn4,Cntn1,Muc19,Gxylt1,-0.392853588,0.34596538
chr15_92595335_92599640,Pdzrn4,Cntn1,Gxylt1,Gxylt1,Muc19,0.126242861,0.81712381
chr15_92631980_92635190,Pdzrn4,Cntn1,Gxylt1,Gxylt1,Yaf2,0.575659037,0.37237624
chr15_92999463_93003519,Pdzrn4,Gxylt1,Gxylt1,Yaf2,Zcrb1,0.028059326,1
chr15_93132659_93134409,Gxylt1,Gxylt1,Yaf2,Zcrb1,Zcrb1,0.294648945,0.80295238
chr15_93519578_93523944,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.047907006,1
chr15_93528645_93531239,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.450698972,0.58966088
chr15_93537456_93541860,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.1418356,0.86036981
chr15_93543176_93552428,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.426240385,0.30708622
chr15_93575170_93578010,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.021807404,1
chr15_93584966_93598917,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,-0.043769736,0.89321438
chr15_93650579_93651693,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,0.493232101,0.47671446
chr15_93656829_93657272,Prickle1,Pphln1,Zcrb1,Zcrb1,Yaf2,0.454522461,0.71303755
chr15_94010279_94012659,Adamts20,Adamts20,Adamts20,Prickle1,Pus7l,0.024678256,1
chr15_94212305_94214122,Adamts20,Adamts20,Adamts20,Pus7l,Irak4,0.197610557,0.82964047
chr15_94251718_94254310,Adamts20,Adamts20,Adamts20,Pus7l,Irak4,-0.686707139,0.28215682
chr15_94588134_94593274,Twf1,Irak4,Tmem117,Pus7l,Adamts20,0.320529401,0.54140128
